Boku No Hero Academia,Saturday,25,https://cdn.myanimelist.net/images/anime/1315/102961.jpg,Fourth season of Boku no Hero Academia.,Will add later
Shokugeki no Souma: Shin no Sara,25,https://cdn.myanimelist.net/images/anime/1258/102849.jpg,Fourth season of Shokugeki no Souma.,Will add later
Fate/Grand Order: Zettai Majuu Sensen Babylonia,21,https://cdn.myanimelist.net/images/anime/1194/103420.jpg,An adaptation of the Seventh Holy Grail War. The Absolute Frontline in the War Against the Demonic Beasts Babylonia Singularity of Fate/Grand Order.
